Calendar_Date,Calendar_Year,Calendar_Month,Week_Number,DOW,Slot_01,Qty,,,Row Labels,Sum of Qty,,
03/03/15,2015,03,10,03,11,1,,,,,,
02/27/15,2015,02,09,06,49,1,,,,,,
02/24/15,2015,02,09,03,23,1,,,,,,
02/20/15,2015,02,08,06,06,1,,,,,,
02/17/15,2015,02,08,03,45,1,,,,,,
02/13/15,2015,02,07,06,20,1,,,,,,
02/10/15,2015,02,07,03,42,1,,,,,,
02/06/15,2015,02,06,06,06,1,,,,,,
02/03/15,2015,02,06,03,22,1,,,,,,
01/30/15,2015,01,05,06,31,1,,,,,,
01/27/15,2015,01,05,03,26,1,,,,,,
01/23/15,2015,01,04,06,15,1,,,,,,
01/20/15,2015,01,04,03,35,1,,,,,,
01/16/15,2015,01,03,06,32,1,,,,,,
01/13/15,2015,01,03,03,20,1,,,,,,
01/09/15,2015,01,02,06,49,1,,,,,,
01/06/15,2015,01,02,03,20,1,,,,,,
01/02/15,2015,01,01,06,15,1,,,,,,
12/30/14,2014,12,53,03,07,1,,,,,,
12/26/14,2014,12,52,06,05,1,,,,,,
12/23/14,2014,12,52,03,10,1,,,,,,
12/19/14,2014,12,51,06,18,1,,,,,,
12/16/14,2014,12,51,03,58,1,,,,,,
12/12/14,2014,12,50,06,31,1,,,,,,
12/09/14,2014,12,50,03,45,1,,,,,,
12/05/14,2014,12,49,06,05,1,,,,,,
12/02/14,2014,12,49,03,18,1,,,,,,
11/28/14,2014,11,48,06,26,1,,,,,,
11/25/14,2014,11,48,03,11,1,,,,,,
11/21/14,2014,11,47,06,12,1,,,,,,
11/18/14,2014,11,47,03,39,1,,,,,,
11/14/14,2014,11,46,06,49,1,,,,,,
11/11/14,2014,11,46,03,25,1,,,,,,
11/07/14,2014,11,45,06,35,1,,,,,,
11/04/14,2014,11,45,03,15,1,,,,,,
10/31/14,2014,10,44,06,29,1,,,,,,
10/28/14,2014,10,44,03,50,1,,,,,,
10/24/14,2014,10,43,06,14,1,,,,,,
10/21/14,2014,10,43,03,35,1,,,,,,
10/17/14,2014,10,42,06,31,1,,,,,,
10/14/14,2014,10,42,03,37,1,,,,,,
10/10/14,2014,10,41,06,32,1,,,,,,
10/07/14,2014,10,41,03,29,1,,,,,,
10/03/14,2014,10,40,06,20,1,,,,,,
09/30/14,2014,09,40,03,16,1,,,,,,
09/26/14,2014,09,39,06,26,1,,,,,,
09/23/14,2014,09,39,03,24,1,,,,,,
09/19/14,2014,09,38,06,25,1,,,,,,
09/16/14,2014,09,38,03,45,1,,,,,,
09/12/14,2014,09,37,06,28,1,,,,,,
09/09/14,2014,09,37,03,34,1,,,,,,
09/05/14,2014,09,36,06,12,1,,,,,,
09/02/14,2014,09,36,03,08,1,,,,,,
08/29/14,2014,08,35,06,26,1,,,,,,
08/26/14,2014,08,35,03,31,1,,,,,,
08/22/14,2014,08,34,06,31,1,,,,,,
08/19/14,2014,08,34,03,39,1,,,,,,
08/15/14,2014,08,33,06,19,1,,,,,,
08/12/14,2014,08,33,03,53,1,,,,,,
08/08/14,2014,08,32,06,16,1,,,,,,
08/05/14,2014,08,32,03,28,1,,,,,,
08/01/14,2014,08,31,06,29,1,,,,,,
07/29/14,2014,07,31,03,08,1,,,,,,
07/25/14,2014,07,30,06,29,1,,,,,,
07/22/14,2014,07,30,03,18,1,,,,,,
07/18/14,2014,07,29,06,08,1,,,,,,
07/15/14,2014,07,29,03,04,1,,,,,,
07/11/14,2014,07,28,06,13,1,,,,,,
07/08/14,2014,07,28,03,25,1,,,,,,
07/04/14,2014,07,27,06,33,1,,,,,,
07/01/14,2014,07,27,03,22,1,,,,,,
06/27/14,2014,06,26,06,29,1,,,,,,
06/24/14,2014,06,26,03,17,1,,,,,,
06/20/14,2014,06,25,06,22,1,,,,,,
06/17/14,2014,06,25,03,14,1,,,,,,
06/13/14,2014,06,24,06,38,1,,,,,,
06/10/14,2014,06,24,03,10,1,,,,,,
06/06/14,2014,06,23,06,29,1,,,,,,
06/03/14,2014,06,23,03,28,1,,,,,,
05/30/14,2014,05,22,06,13,1,,,,,,
05/27/14,2014,05,22,03,06,1,,,,,,
05/23/14,2014,05,21,06,14,1,,,,,,
05/20/14,2014,05,21,03,40,1,,,,,,
05/16/14,2014,05,20,06,14,1,,,,,,
05/13/14,2014,05,20,03,46,1,,,,,,
05/09/14,2014,05,19,06,28,1,,,,,,
05/06/14,2014,05,19,03,20,1,,,,,,
05/02/14,2014,05,18,06,18,1,,,,,,
04/29/14,2014,04,18,03,43,1,,,,,,
06/06/14,2014,06,23,06,29,1,,,,,,
06/03/14,2014,06,23,03,28,1,,,,,,
05/30/14,2014,05,22,06,13,1,,,,,,
05/27/14,2014,05,22,03,06,1,,,,,,
05/23/14,2014,05,21,06,14,1,,,,,,
05/20/14,2014,05,21,03,40,1,,,,,,
05/16/14,2014,05,20,06,14,1,,,,,,
05/13/14,2014,05,20,03,46,1,,,,,,
05/09/14,2014,05,19,06,28,1,,,,,,
05/06/14,2014,05,19,03,20,1,,,,,,
05/02/14,2014,05,18,06,18,1,,,,,,
04/29/14,2014,04,18,03,43,1,,,,,,
04/25/14,2014,04,17,06,11,1,,,,,,
04/22/14,2014,04,17,03,18,1,,,,,,
04/18/14,2014,04,16,06,25,1,,,,,,
04/15/14,2014,04,16,03,39,1,,,,,,
04/11/14,2014,04,15,06,42,1,,,,,,
04/08/14,2014,04,15,03,36,1,,,,,,
04/04/14,2014,04,14,06,10,1,,,,,,
04/01/14,2014,04,14,03,23,1,,,,,,
03/28/14,2014,03,13,06,03,1,,,,,,
03/25/14,2014,03,13,03,26,1,,,,,,
03/21/14,2014,03,12,06,23,1,,,,,,
03/18/14,2014,03,12,03,19,1,,,,,,
03/14/14,2014,03,11,06,20,1,,,,,,
03/11/14,2014,03,11,03,14,1,,,,,,
03/07/14,2014,03,10,06,13,1,,,,,,
03/04/14,2014,03,10,03,29,1,,,,,,
02/28/14,2014,02,09,06,31,1,,,,,,
02/25/14,2014,02,09,03,18,1,,,,,,
02/21/14,2014,02,08,06,29,1,,,,,,
02/18/14,2014,02,08,03,29,1,,,,,,
02/14/14,2014,02,07,06,28,1,,,,,,
02/11/14,2014,02,07,03,64,1,,,,,,
02/07/14,2014,02,06,06,21,1,,,,,,
02/04/14,2014,02,06,03,44,1,,,,,,
01/31/14,2014,01,05,06,09,1,,,,,,
01/28/14,2014,01,05,03,16,1,,,,,,
01/24/14,2014,01,04,06,45,1,,,,,,
01/21/14,2014,01,04,03,23,1,,,,,,
01/17/14,2014,01,03,06,10,1,,,,,,
01/14/14,2014,01,03,03,23,1,,,,,,
01/10/14,2014,01,02,06,28,1,,,,,,
01/07/14,2014,01,02,03,34,1,,,,,,
01/03/14,2014,01,01,06,24,1,,,,,,
12/31/13,2013,12,53,03,12,1,,,,,,
12/27/13,2013,12,52,06,15,1,,,,,,
12/24/13,2013,12,52,03,34,1,,,,,,
12/20/13,2013,12,51,06,04,1,,,,,,
12/17/13,2013,12,51,03,14,1,,,,,,
12/13/13,2013,12,50,06,24,1,,,,,,
12/10/13,2013,12,50,03,12,1,,,,,,
12/06/13,2013,12,49,06,29,1,,,,,,
12/03/13,2013,12,49,03,12,1,,,,,,
11/29/13,2013,11,48,06,41,1,,,,,,
11/26/13,2013,11,48,03,44,1,,,,,,
11/22/13,2013,11,47,06,23,1,,,,,,
11/19/13,2013,11,47,03,15,1,,,,,,
11/15/13,2013,11,46,06,44,1,,,,,,
11/12/13,2013,11,46,03,30,1,,,,,,
11/08/13,2013,11,45,06,42,1,,,,,,
11/05/13,2013,11,45,03,11,1,,,,,,
11/01/13,2013,11,44,06,35,1,,,,,,
10/29/13,2013,10,44,03,33,1,,,,,,
10/25/13,2013,10,43,06,16,1,,,,,,
10/22/13,2013,10,43,03,03,1,,,,,,
10/18/13,2013,10,42,06,20,1,,,,,,
10/15/13,2013,10,42,03,23,1,,,,,,
10/11/13,2013,10,41,06,27,1,,,,,,
10/08/13,2013,10,41,03,15,1,,,,,,
10/04/13,2013,10,40,06,16,1,,,,,,
10/01/13,2013,10,40,03,10,1,,,,,,
09/27/13,2013,09,39,06,23,1,,,,,,
09/24/13,2013,09,39,03,11,1,,,,,,
09/20/13,2013,09,38,06,15,1,,,,,,
09/17/13,2013,09,38,03,15,1,,,,,,
09/13/13,2013,09,37,06,22,1,,,,,,
09/10/13,2013,09,37,03,12,1,,,,,,
09/06/13,2013,09,36,06,16,1,,,,,,
09/03/13,2013,09,36,03,13,1,,,,,,
08/30/13,2013,08,35,06,19,1,,,,,,
08/27/13,2013,08,35,03,07,1,,,,,,
08/23/13,2013,08,34,06,09,1,,,,,,
08/20/13,2013,08,34,03,28,1,,,,,,
08/16/13,2013,08,33,06,13,1,,,,,,
08/13/13,2013,08,33,03,31,1,,,,,,
08/09/13,2013,08,32,06,20,1,,,,,,
08/06/13,2013,08,32,03,11,1,,,,,,
08/02/13,2013,08,31,06,21,1,,,,,,
07/30/13,2013,07,31,03,27,1,,,,,,
07/26/13,2013,07,30,06,22,1,,,,,,
07/23/13,2013,07,30,03,32,1,,,,,,
07/19/13,2013,07,29,06,20,1,,,,,,
07/16/13,2013,07,29,03,14,1,,,,,,
07/12/13,2013,07,28,06,05,1,,,,,,
07/09/13,2013,07,28,03,21,1,,,,,,
07/05/13,2013,07,27,06,23,1,,,,,,
07/02/13,2013,07,27,03,42,1,,,,,,
06/28/13,2013,06,26,06,15,1,,,,,,
06/25/13,2013,06,26,03,05,1,,,,,,
06/21/13,2013,06,25,06,14,1,,,,,,
06/18/13,2013,06,25,03,17,1,,,,,,
06/14/13,2013,06,24,06,05,1,,,,,,
06/11/13,2013,06,24,03,40,1,,,,,,
06/07/13,2013,06,23,06,10,1,,,,,,
06/04/13,2013,06,23,03,11,1,,,,,,
05/31/13,2013,05,22,06,20,1,,,,,,
