Calendar_Date,Calendar_Year,Calendar_Month,Week_Number,DOW,Slot_01,Qty,,,Row Labels,Sum of Qty,,
12/10/13,2013,12,50,03,65,1,,,,,,
12/06/13,2013,12,49,06,64,1,,,,,,
12/03/13,2013,12,49,03,59,1,,,,,,
11/29/13,2013,11,48,06,57,1,,,,,,
11/26/13,2013,11,48,03,75,1,,,,,,
11/22/13,2013,11,47,06,44,1,,,,,,
11/19/13,2013,11,47,03,63,1,,,,,,
11/15/13,2013,11,46,06,63,1,,,,,,
11/12/13,2013,11,46,03,71,1,,,,,,
11/08/13,2013,11,45,06,65,1,,,,,,
11/05/13,2013,11,45,03,74,1,,,,,,
11/01/13,2013,11,44,06,67,1,,,,,,
10/29/13,2013,10,44,03,54,1,,,,,,
10/25/13,2013,10,43,06,60,1,,,,,,
10/22/13,2013,10,43,03,71,1,,,,,,
10/18/13,2013,10,42,06,56,1,,,,,,
10/15/13,2013,10,42,03,50,1,,,,,,
10/11/13,2013,10,41,06,48,1,,,,,,
10/08/13,2013,10,41,03,40,1,,,,,,
10/04/13,2013,10,40,06,44,1,,,,,,
10/01/13,2013,10,40,03,53,1,,,,,,
09/27/13,2013,09,39,06,51,1,,,,,,
09/24/13,2013,09,39,03,40,1,,,,,,
09/20/13,2013,09,38,06,47,1,,,,,,
09/17/13,2013,09,38,03,39,1,,,,,,
09/13/13,2013,09,37,06,54,1,,,,,,
09/10/13,2013,09,37,03,56,1,,,,,,
09/06/13,2013,09,36,06,41,1,,,,,,
09/03/13,2013,09,36,03,41,1,,,,,,
08/30/13,2013,08,35,06,44,1,,,,,,
08/27/13,2013,08,35,03,38,1,,,,,,
08/23/13,2013,08,34,06,53,1,,,,,,
08/20/13,2013,08,34,03,41,1,,,,,,
08/16/13,2013,08,33,06,46,1,,,,,,
08/13/13,2013,08,33,03,41,1,,,,,,
08/09/13,2013,08,32,06,38,1,,,,,,
08/06/13,2013,08,32,03,55,1,,,,,,
08/02/13,2013,08,31,06,39,1,,,,,,
07/30/13,2013,07,31,03,44,1,,,,,,
07/26/13,2013,07,30,06,38,1,,,,,,
07/23/13,2013,07,30,03,51,1,,,,,,
07/19/13,2013,07,29,06,42,1,,,,,,
07/16/13,2013,07,29,03,53,1,,,,,,
07/12/13,2013,07,28,06,51,1,,,,,,
07/09/13,2013,07,28,03,48,1,,,,,,
07/05/13,2013,07,27,06,54,1,,,,,,
07/02/13,2013,07,27,03,53,1,,,,,,
06/28/13,2013,06,26,06,52,1,,,,,,
06/25/13,2013,06,26,03,51,1,,,,,,
06/21/13,2013,06,25,06,50,1,,,,,,
06/18/13,2013,06,25,03,48,1,,,,,,
06/14/13,2013,06,24,06,34,1,,,,,,
06/11/13,2013,06,24,03,53,1,,,,,,
06/07/13,2013,06,23,06,55,1,,,,,,
06/04/13,2013,06,23,03,55,1,,,,,,
05/31/13,2013,05,22,06,46,1,,,,,,
05/28/13,2013,05,22,03,54,1,,,,,,
05/24/13,2013,05,21,06,53,1,,,,,,
05/21/13,2013,05,21,03,55,1,,,,,,
05/17/13,2013,05,20,06,49,1,,,,,,
05/14/13,2013,05,20,03,32,1,,,,,,
05/10/13,2013,05,19,06,49,1,,,,,,
05/07/13,2013,05,19,03,51,1,,,,,,
05/03/13,2013,05,18,06,54,1,,,,,,
04/30/13,2013,04,18,03,49,1,,,,,,
04/26/13,2013,04,17,06,55,1,,,,,,
04/23/13,2013,04,17,03,50,1,,,,,,
04/19/13,2013,04,16,06,43,1,,,,,,
04/16/13,2013,04,16,03,39,1,,,,,,
04/12/13,2013,04,15,06,21,1,,,,,,
04/09/13,2013,04,15,03,54,1,,,,,,
04/05/13,2013,04,14,06,41,1,,,,,,
04/02/13,2013,04,14,03,47,1,,,,,,
03/29/13,2013,03,13,06,53,1,,,,,,
03/26/13,2013,03,13,03,51,1,,,,,,
03/22/13,2013,03,12,06,41,1,,,,,,
03/19/13,2013,03,12,03,37,1,,,,,,
03/15/13,2013,03,11,06,32,1,,,,,,
03/12/13,2013,03,11,03,30,1,,,,,,
03/08/13,2013,03,10,06,35,1,,,,,,
03/05/13,2013,03,10,03,46,1,,,,,,
04/12/13,2013,04,15,06,21,1,,,,,,
04/09/13,2013,04,15,03,54,1,,,,,,
04/05/13,2013,04,14,06,41,1,,,,,,
04/02/13,2013,04,14,03,47,1,,,,,,
03/29/13,2013,03,13,06,53,1,,,,,,
03/26/13,2013,03,13,03,51,1,,,,,,
03/22/13,2013,03,12,06,41,1,,,,,,
03/19/13,2013,03,12,03,37,1,,,,,,
03/15/13,2013,03,11,06,32,1,,,,,,
03/12/13,2013,03,11,03,30,1,,,,,,
03/08/13,2013,03,10,06,35,1,,,,,,
03/05/13,2013,03,10,03,46,1,,,,,,
03/01/13,2013,03,09,06,51,1,,,,,,
02/26/13,2013,02,09,03,43,1,,,,,,
02/22/13,2013,02,08,06,49,1,,,,,,
02/19/13,2013,02,08,03,56,1,,,,,,
02/15/13,2013,02,07,06,44,1,,,,,,
02/12/13,2013,02,07,03,55,1,,,,,,
02/08/13,2013,02,06,06,50,1,,,,,,
02/05/13,2013,02,06,03,44,1,,,,,,
02/01/13,2013,02,05,06,41,1,,,,,,
01/29/13,2013,01,05,03,47,1,,,,,,
01/25/13,2013,01,04,06,48,1,,,,,,
01/22/13,2013,01,04,03,54,1,,,,,,
01/18/13,2013,01,03,06,49,1,,,,,,
01/15/13,2013,01,03,03,41,1,,,,,,
01/11/13,2013,01,02,06,56,1,,,,,,
01/08/13,2013,01,02,03,42,1,,,,,,
01/04/13,2013,01,01,06,55,1,,,,,,
01/01/13,2013,01,01,03,44,1,,,,,,
12/28/12,2012,12,52,06,41,1,,,,,,
12/25/12,2012,12,52,03,48,1,,,,,,
12/21/12,2012,12,51,06,56,1,,,,,,
12/18/12,2012,12,51,03,29,1,,,,,,
12/14/12,2012,12,50,06,43,1,,,,,,
12/11/12,2012,12,50,03,54,1,,,,,,
12/07/12,2012,12,49,06,56,1,,,,,,
12/04/12,2012,12,49,03,43,1,,,,,,
11/30/12,2012,11,48,06,31,1,,,,,,
11/27/12,2012,11,48,03,49,1,,,,,,
11/23/12,2012,11,47,06,48,1,,,,,,
11/20/12,2012,11,47,03,52,1,,,,,,
11/16/12,2012,11,46,06,53,1,,,,,,
11/13/12,2012,11,46,03,56,1,,,,,,
11/09/12,2012,11,45,06,40,1,,,,,,
11/06/12,2012,11,45,03,35,1,,,,,,
11/02/12,2012,11,44,06,44,1,,,,,,
10/30/12,2012,10,44,03,56,1,,,,,,
10/26/12,2012,10,43,06,40,1,,,,,,
10/23/12,2012,10,43,03,55,1,,,,,,
10/19/12,2012,10,42,06,53,1,,,,,,
10/16/12,2012,10,42,03,52,1,,,,,,
10/12/12,2012,10,41,06,42,1,,,,,,
10/09/12,2012,10,41,03,37,1,,,,,,
10/05/12,2012,10,40,06,39,1,,,,,,
10/02/12,2012,10,40,03,55,1,,,,,,
09/28/12,2012,09,39,06,56,1,,,,,,
09/25/12,2012,09,39,03,51,1,,,,,,
09/21/12,2012,09,38,06,55,1,,,,,,
09/18/12,2012,09,38,03,49,1,,,,,,
09/14/12,2012,09,37,06,51,1,,,,,,
09/11/12,2012,09,37,03,36,1,,,,,,
09/07/12,2012,09,36,06,46,1,,,,,,
09/04/12,2012,09,36,03,53,1,,,,,,
08/31/12,2012,08,35,06,48,1,,,,,,
08/28/12,2012,08,35,03,50,1,,,,,,
08/24/12,2012,08,34,06,49,1,,,,,,
08/21/12,2012,08,34,03,33,1,,,,,,
08/17/12,2012,08,33,06,56,1,,,,,,
08/14/12,2012,08,33,03,55,1,,,,,,
08/10/12,2012,08,32,06,44,1,,,,,,
08/07/12,2012,08,32,03,48,1,,,,,,
08/03/12,2012,08,31,06,46,1,,,,,,
07/31/12,2012,07,31,03,41,1,,,,,,
07/27/12,2012,07,30,06,43,1,,,,,,
07/24/12,2012,07,30,03,51,1,,,,,,
07/20/12,2012,07,29,06,52,1,,,,,,
07/17/12,2012,07,29,03,55,1,,,,,,
07/13/12,2012,07,28,06,46,1,,,,,,
07/10/12,2012,07,28,03,36,1,,,,,,
07/06/12,2012,07,27,06,39,1,,,,,,
07/03/12,2012,07,27,03,52,1,,,,,,
06/29/12,2012,06,26,06,53,1,,,,,,
06/26/12,2012,06,26,03,36,1,,,,,,
06/22/12,2012,06,25,06,36,1,,,,,,
06/19/12,2012,06,25,03,53,1,,,,,,
06/15/12,2012,06,24,06,40,1,,,,,,
06/12/12,2012,06,24,03,50,1,,,,,,
06/08/12,2012,06,23,06,48,1,,,,,,
06/05/12,2012,06,23,03,55,1,,,,,,
06/01/12,2012,06,22,06,52,1,,,,,,
05/29/12,2012,05,22,03,55,1,,,,,,
05/25/12,2012,05,21,06,54,1,,,,,,
05/22/12,2012,05,21,03,52,1,,,,,,
05/18/12,2012,05,20,06,49,1,,,,,,
05/15/12,2012,05,20,03,24,1,,,,,,
05/11/12,2012,05,19,06,54,1,,,,,,
05/08/12,2012,05,19,03,51,1,,,,,,
05/04/12,2012,05,18,06,53,1,,,,,,
05/01/12,2012,05,18,03,52,1,,,,,,
04/27/12,2012,04,17,06,47,1,,,,,,
04/24/12,2012,04,17,03,38,1,,,,,,
04/20/12,2012,04,16,06,35,1,,,,,,
04/17/12,2012,04,16,03,48,1,,,,,,
04/13/12,2012,04,15,06,42,1,,,,,,
04/10/12,2012,04,15,03,48,1,,,,,,
04/06/12,2012,04,14,06,33,1,,,,,,
04/03/12,2012,04,14,03,52,1,,,,,,
03/30/12,2012,03,13,06,46,1,,,,,,
03/27/12,2012,03,13,03,51,1,,,,,,
03/23/12,2012,03,12,06,21,1,,,,,,
03/20/12,2012,03,12,03,14,1,,,,,,
03/16/12,2012,03,11,06,53,1,,,,,,
03/13/12,2012,03,11,03,48,1,,,,,,
03/09/12,2012,03,10,06,42,1,,,,,,
03/06/12,2012,03,10,03,36,1,,,,,,
03/02/12,2012,03,09,06,54,1,,,,,,
02/28/12,2012,02,09,03,51,1,,,,,,
02/24/12,2012,02,08,06,27,1,,,,,,
02/21/12,2012,02,08,03,47,1,,,,,,
02/17/12,2012,02,07,06,40,1,,,,,,
02/14/12,2012,02,07,03,27,1,,,,,,
02/10/12,2012,02,06,06,50,1,,,,,,
02/07/12,2012,02,06,03,45,1,,,,,,
02/03/12,2012,02,05,06,53,1,,,,,,
01/31/12,2012,01,05,03,43,1,,,,,,
01/27/12,2012,01,04,06,48,1,,,,,,
01/24/12,2012,01,04,03,49,1,,,,,,
01/20/12,2012,01,03,06,47,1,,,,,,
01/17/12,2012,01,03,03,53,1,,,,,,
01/13/12,2012,01,02,06,51,1,,,,,,
01/10/12,2012,01,02,03,48,1,,,,,,
02/17/12,2012,02,07,06,40,1,,,,,,
02/14/12,2012,02,07,03,27,1,,,,,,
02/10/12,2012,02,06,06,50,1,,,,,,
02/07/12,2012,02,06,03,45,1,,,,,,
02/03/12,2012,02,05,06,53,1,,,,,,
01/31/12,2012,01,05,03,43,1,,,,,,
01/27/12,2012,01,04,06,48,1,,,,,,
01/24/12,2012,01,04,03,49,1,,,,,,
01/20/12,2012,01,03,06,47,1,,,,,,
01/17/12,2012,01,03,03,53,1,,,,,,
01/13/12,2012,01,02,06,51,1,,,,,,
01/10/12,2012,01,02,03,48,1,,,,,,
01/06/12,2012,01,01,06,48,1,,,,,,
01/03/12,2012,01,01,03,36,1,,,,,,
12/30/11,2011,12,53,06,52,1,,,,,,
12/27/11,2011,12,53,03,43,1,,,,,,
12/23/11,2011,12,52,06,29,1,,,,,,
12/20/11,2011,12,52,03,51,1,,,,,,
12/16/11,2011,12,51,06,39,1,,,,,,
12/13/11,2011,12,51,03,41,1,,,,,,
12/09/11,2011,12,50,06,51,1,,,,,,
12/06/11,2011,12,50,03,49,1,,,,,,
12/02/11,2011,12,49,06,56,1,,,,,,
11/29/11,2011,11,49,03,52,1,,,,,,
11/25/11,2011,11,48,06,54,1,,,,,,
11/22/11,2011,11,48,03,48,1,,,,,,
11/18/11,2011,11,47,06,55,1,,,,,,
11/15/11,2011,11,47,03,33,1,,,,,,
11/11/11,2011,11,46,06,50,1,,,,,,
11/08/11,2011,11,46,03,54,1,,,,,,
11/04/11,2011,11,45,06,44,1,,,,,,
11/01/11,2011,11,45,03,46,1,,,,,,
10/28/11,2011,10,44,06,56,1,,,,,,
10/25/11,2011,10,44,03,46,1,,,,,,
10/21/11,2011,10,43,06,38,1,,,,,,
10/18/11,2011,10,43,03,53,1,,,,,,
10/14/11,2011,10,42,06,54,1,,,,,,
10/11/11,2011,10,42,03,56,1,,,,,,
10/07/11,2011,10,41,06,38,1,,,,,,
10/04/11,2011,10,41,03,52,1,,,,,,
09/30/11,2011,09,40,06,45,1,,,,,,
09/27/11,2011,09,40,03,45,1,,,,,,
09/23/11,2011,09,39,06,52,1,,,,,,
09/20/11,2011,09,39,03,51,1,,,,,,
09/16/11,2011,09,38,06,56,1,,,,,,
09/13/11,2011,09,38,03,56,1,,,,,,
09/09/11,2011,09,37,06,31,1,,,,,,
09/06/11,2011,09,37,03,49,1,,,,,,
09/02/11,2011,09,36,06,55,1,,,,,,
08/30/11,2011,08,36,03,50,1,,,,,,
08/26/11,2011,08,35,06,47,1,,,,,,
08/23/11,2011,08,35,03,49,1,,,,,,
08/19/11,2011,08,34,06,56,1,,,,,,
08/16/11,2011,08,34,03,43,1,,,,,,
08/12/11,2011,08,33,06,55,1,,,,,,
08/09/11,2011,08,33,03,54,1,,,,,,
08/05/11,2011,08,32,06,42,1,,,,,,
08/02/11,2011,08,32,03,32,1,,,,,,
07/29/11,2011,07,31,06,48,1,,,,,,
07/26/11,2011,07,31,03,55,1,,,,,,
07/22/11,2011,07,30,06,56,1,,,,,,
07/19/11,2011,07,30,03,35,1,,,,,,
07/15/11,2011,07,29,06,56,1,,,,,,
07/12/11,2011,07,29,03,49,1,,,,,,
07/08/11,2011,07,28,06,50,1,,,,,,
07/05/11,2011,07,28,03,46,1,,,,,,
07/01/11,2011,07,27,06,47,1,,,,,,
06/28/11,2011,06,27,03,48,1,,,,,,
06/24/11,2011,06,26,06,51,1,,,,,,
06/21/11,2011,06,26,03,46,1,,,,,,
06/17/11,2011,06,25,06,51,1,,,,,,
06/14/11,2011,06,25,03,53,1,,,,,,
06/10/11,2011,06,24,06,38,1,,,,,,
06/07/11,2011,06,24,03,52,1,,,,,,
06/03/11,2011,06,23,06,53,1,,,,,,
05/31/11,2011,05,23,03,55,1,,,,,,
05/27/11,2011,05,22,06,56,1,,,,,,
05/24/11,2011,05,22,03,43,1,,,,,,
05/20/11,2011,05,21,06,48,1,,,,,,
05/17/11,2011,05,21,03,48,1,,,,,,
05/13/11,2011,05,20,06,53,1,,,,,,
05/10/11,2011,05,20,03,51,1,,,,,,
05/06/11,2011,05,19,06,41,1,,,,,,
05/03/11,2011,05,19,03,50,1,,,,,,
04/29/11,2011,04,18,06,51,1,,,,,,
04/26/11,2011,04,18,03,55,1,,,,,,
04/22/11,2011,04,17,06,53,1,,,,,,
04/19/11,2011,04,17,03,51,1,,,,,,
04/15/11,2011,04,16,06,48,1,,,,,,
04/12/11,2011,04,16,03,45,1,,,,,,
04/08/11,2011,04,15,06,56,1,,,,,,
04/05/11,2011,04,15,03,36,1,,,,,,
04/01/11,2011,04,14,06,53,1,,,,,,
03/29/11,2011,03,14,03,38,1,,,,,,
03/25/11,2011,03,13,06,54,1,,,,,,
03/22/11,2011,03,13,03,53,1,,,,,,
03/18/11,2011,03,12,06,56,1,,,,,,
03/15/11,2011,03,12,03,43,1,,,,,,
03/11/11,2011,03,11,06,45,1,,,,,,
03/08/11,2011,03,11,03,55,1,,,,,,
03/04/11,2011,03,10,06,41,1,,,,,,
03/01/11,2011,03,10,03,47,1,,,,,,
02/25/11,2011,02,09,06,50,1,,,,,,
02/22/11,2011,02,09,03,55,1,,,,,,
02/18/11,2011,02,08,06,45,1,,,,,,
02/15/11,2011,02,08,03,39,1,,,,,,
02/11/11,2011,02,07,06,34,1,,,,,,
02/08/11,2011,02,07,03,48,1,,,,,,
02/04/11,2011,02,06,06,55,1,,,,,,
02/01/11,2011,02,06,03,35,1,,,,,,
01/28/11,2011,01,05,06,50,1,,,,,,
01/25/11,2011,01,05,03,50,1,,,,,,
01/21/11,2011,01,04,06,38,1,,,,,,
01/18/11,2011,01,04,03,45,1,,,,,,
01/14/11,2011,01,03,06,35,1,,,,,,
01/11/11,2011,01,03,03,45,1,,,,,,
01/07/11,2011,01,02,06,53,1,,,,,,
01/04/11,2011,01,02,03,47,1,,,,,,
12/31/10,2010,12,53,06,56,1,,,,,,
12/28/10,2010,12,53,03,49,1,,,,,,
12/24/10,2010,12,52,06,52,1,,,,,,
12/21/10,2010,12,52,03,32,1,,,,,,
12/17/10,2010,12,51,06,53,1,,,,,,
12/14/10,2010,12,51,03,38,1,,,,,,
12/10/10,2010,12,50,06,46,1,,,,,,
12/07/10,2010,12,50,03,54,1,,,,,,
12/03/10,2010,12,49,06,56,1,,,,,,
11/30/10,2010,11,49,03,53,1,,,,,,
11/26/10,2010,11,48,06,47,1,,,,,,
11/23/10,2010,11,48,03,35,1,,,,,,
11/19/10,2010,11,47,06,54,1,,,,,,
11/16/10,2010,11,47,03,46,1,,,,,,
12/24/10,2010,12,52,06,52,1,,,,,,
12/21/10,2010,12,52,03,32,1,,,,,,
12/17/10,2010,12,51,06,53,1,,,,,,
12/14/10,2010,12,51,03,38,1,,,,,,
12/10/10,2010,12,50,06,46,1,,,,,,
12/07/10,2010,12,50,03,54,1,,,,,,
12/03/10,2010,12,49,06,56,1,,,,,,
11/30/10,2010,11,49,03,53,1,,,,,,
11/26/10,2010,11,48,06,47,1,,,,,,
11/23/10,2010,11,48,03,35,1,,,,,,
11/19/10,2010,11,47,06,54,1,,,,,,
11/16/10,2010,11,47,03,46,1,,,,,,
11/12/10,2010,11,46,06,38,1,,,,,,
11/09/10,2010,11,46,03,53,1,,,,,,
11/05/10,2010,11,45,06,53,1,,,,,,
11/02/10,2010,11,45,03,54,1,,,,,,
10/29/10,2010,10,44,06,39,1,,,,,,
10/26/10,2010,10,44,03,32,1,,,,,,
10/22/10,2010,10,43,06,53,1,,,,,,
10/19/10,2010,10,43,03,42,1,,,,,,
10/15/10,2010,10,42,06,50,1,,,,,,
10/12/10,2010,10,42,03,43,1,,,,,,
10/08/10,2010,10,41,06,50,1,,,,,,
10/05/10,2010,10,41,03,44,1,,,,,,
10/01/10,2010,10,40,06,52,1,,,,,,
09/28/10,2010,09,40,03,38,1,,,,,,
09/24/10,2010,09,39,06,55,1,,,,,,
09/21/10,2010,09,39,03,52,1,,,,,,
09/17/10,2010,09,38,06,27,1,,,,,,
09/14/10,2010,09,38,03,56,1,,,,,,
09/10/10,2010,09,37,06,23,1,,,,,,
09/07/10,2010,09,37,03,38,1,,,,,,
09/03/10,2010,09,36,06,36,1,,,,,,
08/31/10,2010,08,36,03,48,1,,,,,,
08/27/10,2010,08,35,06,41,1,,,,,,
08/24/10,2010,08,35,03,32,1,,,,,,
08/20/10,2010,08,34,06,48,1,,,,,,
08/17/10,2010,08,34,03,44,1,,,,,,
08/13/10,2010,08,33,06,55,1,,,,,,
08/10/10,2010,08,33,03,56,1,,,,,,
08/06/10,2010,08,32,06,54,1,,,,,,
08/03/10,2010,08,32,03,56,1,,,,,,
07/30/10,2010,07,31,06,52,1,,,,,,
07/27/10,2010,07,31,03,29,1,,,,,,
07/23/10,2010,07,30,06,49,1,,,,,,
07/20/10,2010,07,30,03,43,1,,,,,,
07/16/10,2010,07,29,06,39,1,,,,,,
07/13/10,2010,07,29,03,34,1,,,,,,
07/09/10,2010,07,28,06,50,1,,,,,,
07/06/10,2010,07,28,03,50,1,,,,,,
07/02/10,2010,07,27,06,36,1,,,,,,
06/29/10,2010,06,27,03,37,1,,,,,,
06/25/10,2010,06,26,06,27,1,,,,,,
06/22/10,2010,06,26,03,30,1,,,,,,
06/18/10,2010,06,25,06,55,1,,,,,,
06/15/10,2010,06,25,03,27,1,,,,,,
06/11/10,2010,06,24,06,42,1,,,,,,
06/08/10,2010,06,24,03,54,1,,,,,,
06/04/10,2010,06,23,06,50,1,,,,,,
06/01/10,2010,06,23,03,51,1,,,,,,
05/28/10,2010,05,22,06,39,1,,,,,,
05/25/10,2010,05,22,03,24,1,,,,,,
05/21/10,2010,05,21,06,30,1,,,,,,
05/18/10,2010,05,21,03,40,1,,,,,,
05/14/10,2010,05,20,06,56,1,,,,,,
05/11/10,2010,05,20,03,54,1,,,,,,
05/07/10,2010,05,19,06,50,1,,,,,,
05/04/10,2010,05,19,03,43,1,,,,,,
04/30/10,2010,04,18,06,53,1,,,,,,
04/27/10,2010,04,18,03,55,1,,,,,,
04/23/10,2010,04,17,06,52,1,,,,,,
04/20/10,2010,04,17,03,42,1,,,,,,
04/16/10,2010,04,16,06,50,1,,,,,,
04/13/10,2010,04,16,03,47,1,,,,,,
04/09/10,2010,04,15,06,53,1,,,,,,
04/06/10,2010,04,15,03,56,1,,,,,,
04/02/10,2010,04,14,06,31,1,,,,,,
03/30/10,2010,03,14,03,44,1,,,,,,
03/26/10,2010,03,13,06,52,1,,,,,,
03/23/10,2010,03,13,03,40,1,,,,,,
03/19/10,2010,03,12,06,54,1,,,,,,
03/16/10,2010,03,12,03,56,1,,,,,,
03/12/10,2010,03,11,06,53,1,,,,,,
03/09/10,2010,03,11,03,29,1,,,,,,
03/05/10,2010,03,10,06,52,1,,,,,,
03/02/10,2010,03,10,03,56,1,,,,,,
02/26/10,2010,02,09,06,56,1,,,,,,
02/23/10,2010,02,09,03,53,1,,,,,,
02/19/10,2010,02,08,06,46,1,,,,,,
02/16/10,2010,02,08,03,45,1,,,,,,
02/12/10,2010,02,07,06,47,1,,,,,,
02/09/10,2010,02,07,03,48,1,,,,,,
02/05/10,2010,02,06,06,53,1,,,,,,
02/02/10,2010,02,06,03,49,1,,,,,,
03/05/10,2010,03,10,06,52,1,,,,,,
03/02/10,2010,03,10,03,56,1,,,,,,
02/26/10,2010,02,09,06,56,1,,,,,,
02/23/10,2010,02,09,03,53,1,,,,,,
02/19/10,2010,02,08,06,46,1,,,,,,
02/16/10,2010,02,08,03,45,1,,,,,,
02/12/10,2010,02,07,06,47,1,,,,,,
02/09/10,2010,02,07,03,48,1,,,,,,
02/05/10,2010,02,06,06,53,1,,,,,,
02/02/10,2010,02,06,03,49,1,,,,,,
01/11/19,2019,01,02,06,69,1,,,,,,
01/08/19,2019,01,02,03,64,1,,,,,,
01/04/19,2019,01,01,06,60,1,,,,,,
01/01/19,2019,01,01,03,70,1,,,,,,
12/28/18,2018,12,52,06,38,1,,,,,,
12/25/18,2018,12,52,03,50,1,,,,,,
12/21/18,2018,12,51,06,70,1,,,,,,
12/18/18,2018,12,51,03,69,1,,,,,,
12/14/18,2018,12,50,06,49,1,,,,,,
12/11/18,2018,12,50,03,59,1,,,,,,
12/07/18,2018,12,49,06,57,1,,,,,,
12/04/18,2018,12,49,03,50,1,,,,,,
11/30/18,2018,11,48,06,63,1,,,,,,
11/27/18,2018,11,48,03,57,1,,,,,,
11/23/18,2018,11,47,06,59,1,,,,,,
11/20/18,2018,11,47,03,66,1,,,,,,
11/16/18,2018,11,46,06,69,1,,,,,,
11/13/18,2018,11,46,03,69,1,,,,,,
11/09/18,2018,11,45,06,67,1,,,,,,
11/06/18,2018,11,45,03,69,1,,,,,,
11/02/18,2018,11,44,06,62,1,,,,,,
10/30/18,2018,10,44,03,49,1,,,,,,
10/26/18,2018,10,43,06,63,1,,,,,,
10/23/18,2018,10,43,03,70,1,,,,,,
10/19/18,2018,10,42,06,70,1,,,,,,
10/16/18,2018,10,42,03,69,1,,,,,,
10/12/18,2018,10,41,06,70,1,,,,,,
10/09/18,2018,10,41,03,60,1,,,,,,
10/05/18,2018,10,40,06,69,1,,,,,,
10/02/18,2018,10,40,03,34,1,,,,,,
09/28/18,2018,09,39,06,59,1,,,,,,
09/25/18,2018,09,39,03,61,1,,,,,,
09/21/18,2018,09,38,06,64,1,,,,,,
09/18/18,2018,09,38,03,68,1,,,,,,
09/14/18,2018,09,37,06,66,1,,,,,,
09/11/18,2018,09,37,03,67,1,,,,,,
09/07/18,2018,09,36,06,68,1,,,,,,
09/04/18,2018,09,36,03,44,1,,,,,,
08/31/18,2018,08,35,06,45,1,,,,,,
08/28/18,2018,08,35,03,41,1,,,,,,
08/24/18,2018,08,34,06,49,1,,,,,,
08/21/18,2018,08,34,03,57,1,,,,,,
08/17/18,2018,08,33,06,56,1,,,,,,
08/14/18,2018,08,33,03,46,1,,,,,,
08/10/18,2018,08,32,06,42,1,,,,,,
08/07/18,2018,08,32,03,62,1,,,,,,
08/03/18,2018,08,31,06,60,1,,,,,,
07/31/18,2018,07,31,03,69,1,,,,,,
07/27/18,2018,07,30,06,63,1,,,,,,
07/24/18,2018,07,30,03,29,1,,,,,,
07/20/18,2018,07,29,06,62,1,,,,,,
07/17/18,2018,07,29,03,67,1,,,,,,
07/13/18,2018,07,28,06,68,1,,,,,,
07/10/18,2018,07,28,03,70,1,,,,,,
07/06/18,2018,07,27,06,56,1,,,,,,
07/03/18,2018,07,27,03,68,1,,,,,,
06/29/18,2018,06,26,06,68,1,,,,,,
06/26/18,2018,06,26,03,60,1,,,,,,
06/22/18,2018,06,25,06,44,1,,,,,,
06/19/18,2018,06,25,03,70,1,,,,,,
06/15/18,2018,06,24,06,51,1,,,,,,
06/12/18,2018,06,24,03,70,1,,,,,,
06/08/18,2018,06,23,06,56,1,,,,,,
06/05/18,2018,06,23,03,52,1,,,,,,
06/01/18,2018,06,22,06,66,1,,,,,,
05/29/18,2018,05,22,03,67,1,,,,,,
05/25/18,2018,05,21,06,68,1,,,,,,
05/22/18,2018,05,21,03,48,1,,,,,,
05/18/18,2018,05,20,06,66,1,,,,,,
05/15/18,2018,05,20,03,61,1,,,,,,
05/11/18,2018,05,19,06,70,1,,,,,,
05/08/18,2018,05,19,03,67,1,,,,,,
05/04/18,2018,05,18,06,18,1,,,,,,
05/01/18,2018,05,18,03,70,1,,,,,,
04/27/18,2018,04,17,06,66,1,,,,,,
04/24/18,2018,04,17,03,48,1,,,,,,
04/20/18,2018,04,16,06,45,1,,,,,,
04/17/18,2018,04,16,03,65,1,,,,,,
04/13/18,2018,04,15,06,59,1,,,,,,
04/10/18,2018,04,15,03,53,1,,,,,,
04/06/18,2018,04,14,06,67,1,,,,,,
04/03/18,2018,04,14,03,62,1,,,,,,
03/30/18,2018,03,13,06,59,1,,,,,,
03/27/18,2018,03,13,03,59,1,,,,,,
03/23/18,2018,03,12,06,59,1,,,,,,
03/20/18,2018,03,12,03,70,1,,,,,,
03/16/18,2018,03,11,06,52,1,,,,,,
03/13/18,2018,03,11,03,61,1,,,,,,
03/09/18,2018,03,10,06,66,1,,,,,,
03/06/18,2018,03,10,03,39,1,,,,,,
03/02/18,2018,03,09,06,64,1,,,,,,
02/27/18,2018,02,09,03,43,1,,,,,,
02/23/18,2018,02,08,06,58,1,,,,,,
02/20/18,2018,02,08,03,43,1,,,,,,
02/16/18,2018,02,07,06,58,1,,,,,,
02/13/18,2018,02,07,03,49,1,,,,,,
02/09/18,2018,02,06,06,47,1,,,,,,
02/06/18,2018,02,06,03,58,1,,,,,,
02/02/18,2018,02,05,06,40,1,,,,,,
01/30/18,2018,01,05,03,57,1,,,,,,
01/26/18,2018,01,04,06,43,1,,,,,,
01/23/18,2018,01,04,03,55,1,,,,,,
01/19/18,2018,01,03,06,66,1,,,,,,
01/16/18,2018,01,03,03,59,1,,,,,,
01/12/18,2018,01,02,06,60,1,,,,,,
01/09/18,2018,01,02,03,67,1,,,,,,
01/05/18,2018,01,01,06,70,1,,,,,,
01/02/18,2018,01,01,03,70,1,,,,,,
